index,conated_comments,polarity_emotions,polarity_emotions_ID
563,අපගේ අවුරුදු ගණනාවක් දුක් මහන්සි වෙලා සැලකියයුතු වැටුපක් ලබා ගෙන ජීවත් වෙන්න අපිට අයිතියක් නැද්ද දේශපාලුවො හොරා කාල රට විනාශ කරල ඒකට වන්දි ගෙවන්න ඕන අපිදඅනුර සහෝදරයා ඔබ අපිට ශක්තියක් ඔබ නැතිනම් අප වෙනුවෙන් කවුද ඉන්නෙ ඔබ වෙනුවෙන් අපි ඉදිරිපත් වෙමුඔබ වෙනුවෙන් අපි ජීවිත කැපවීමෙන් වෙහෙසෙමු කුමක් නිසාද යත් ඔබ අපේ රට මජර් දේශපාලකයන්ගෙන් රට බේරාගන්නා එකම නායකයායිud            red_heart wilted_flower bouquet wilted_flower red_heart wilted_flower bouquet wilted_flower red_heart wilted_flower bouquet wilted_flower red_heart bouquet, positive joy,4
564,සුපිරි flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps fire fire compass compass fire fire fire, positive joy,4
565,නිමල් එස්කොබාර්grinning_face_with_sweat, neutral sarcasm,6
566,ජනතා විමුක්ති පෙරමුණ ජාතික ජනබලවේගය සදාකල් දිනේවා   red_heart  red_heart  red_heart  red_heart , positive love,0
567,අයියෝ ලාන්ස් මම නම් ගගේ පනිනවා face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
568,කුඩ්ඩ හැමදාම ඔය වගේ පණ්ඩිත කතාවක් කියල අහගන්නවා රෙදි ගැලවෙන්න thumbs_up face_with_tears_of_joy, negative joy,12
569,අනුර සහෝදරයා sparkling_heart, neutral love,2
570,රටට වියයුතු වෙනස වෙමින් පවතීඑහි ආරම්භය මාර්තු  විශිශ්ට ලෙස ජයගනී   growing_heart growing_heart growing_heart growing_heart, positive joy,4
571,අනුර flexed_biceps medium_skin_tone flexed_biceps medium_skin_tone flexed_biceps medium_skin_tone flexed_biceps medium_skin_tone flexed_biceps medium_skin_tone thumbs_up thumbs_up thumbs_up thumbs_up, neutral joy,5
572,ජාතික ජන බලවේගයට ජයවේවා thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up, positive joy,4
573,සුපිරියි සහෝදරයා ඔබේ කථාවred_heart  red_heart  red_heart  red_heart , positive joy,4
574,මොන ගොබ්බ කතාවක්ද මේ සැර කතාවක් කියලා දාලා තියෙන්නේ   face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
575,ජංගි හොරුන් grinning_face_with_sweat face_with_tears_of_joy, negative sarcasm,7
576,කොල නිල් හොරු බය වේලා cat_face, neutral joy,5
577,ජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාජාතික ජන බලවේගයට ජය වේවාජාතික ජන බලවේගයට ජයවේවාජාතික ජන බලවේගයට  ජයවේවාcompass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark cross_mark compass compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark compass cross_mark cross_mark compass cross_mark compass, positive joy,4
578,කුඩු ලංසා මොන විවාදයට කුඩු සම්බන්ධවද  squinting_face_with_tongue skull_and_crossbones  dog, negative sarcasm,7
579,ලන්සලා කියන්නෙ රට උලා කන්ඩ ආයෙත් රට දෙන්ඩ කියලදරට හිගමනේට දාපු දේශපාලුවන්ට ආයේ අපේ චන්දේ නෑඑකම තුරුම්පුව විදිහට මාලිමාවට පමනක් චන්දය දෙන්ඩ තීරණය කරලා ඉවරයි ආදරෙයි අනුර  අය්යා       triangular_flag triangular_flag triangular_flag heart_suit  heart_suit  heart_suit , positive joy,4
580,අනුර කුමාර දිසානායක විශිෂ්ට ජයක් ලබනවා fire, positive joy,4
581,අයියො ලන්සා ලන්සො උබල රගපු කාලෙ ඉවරයි බොල  අපෙ රටේ මිනිස්සු මිත්යාවෙන් අන්ද වෙලා හිටපු කාලයක් තිබ්බ දැන් එක ඉවරයි ලන්සො  උඹලා හිරෙට නියම වෙලා ඉන්නෙ  අපෙ බදු මුදල් වලින් උබලට කන්න දෙන්න අපි කැමති නැ  උඹලා බඩගින්නෙ තියල මරන්නෙ ඔනාface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy   ud    , negative joy,12
582,ලන්සා ලෙප්ට්   rolling_on_the_floor_laughing, negative sarcasm,7
583,මාලිමාවට ජය නියතයි    compass smiling_face_with_hearteyes heart_suit, positive joy,4
584,ලාන්සා ලෙප්ට්rolling_on_the_floor_laughing, negative joy,12
585,හිටපු එකෙක්ට පුලුවන්ද ඔහොම දේශනයක් කරන්න නියමයි සහෝදරයා නියමයි ඕකුන් එකෙකුට ඕව තේරෙන්නෙ නෑඋන් මී හරක්අපෝ  රනිලගේ  නමවත් කියන්න එපා ඇගේ මාලු නටනවපට්ට ජෝකර් ඒ යකා හොඳයි මිස්ටර් බීන් වෙනුවට රගපාන්නජයවේවා සහෝදරයා ජයවේවා       folded_hands folded_hands folded_hands red_heart red_heart red_heart red_heart red_heart, positive joy,4
586,තරුණ අපේ හීන වලට පණ දෙන්න ජයවේවා ජයග්රහණය පෙනෙන මානේ ud thumbs_up, positive joy,4
587,අපේ ගෙදර ඡන්ද යි ම මාලිමාවට      index_pointing_up  index_pointing_up , neutral joy,5
588,ජය නියතයි clapping_hands clapping_hands clapping_hands, positive joy,4
589,රෙදි ඉල්ලෙ ල  න්  ස්   face_with_hand_over_mouth seenoevil_monkey, negative joy,12
590,අනුර කුමාර මහතාට ශක්තිය ලැබේවා   red_heart, positive love,0
591,බැන්නත් හරයක් තියෙනවා මේ කතා වලred_heart , positive love,0
592,කුඩු ලන්සාකුඩු  beaming_face_with_smiling_eyes zippermouth_face, negative sarcasm,7
593,රටම  බලපියවි   ඇත්ත  නායකයෙක්      red_heart  red_heart  red_heart  red_heart  red_heart , positive love,0
