pure_comments,sinhala_texts,pure_unicodes,unique_emojis,polarity_emotions,polarity,emotion,polarity_ID,emotions_ID
සුලු සුලු වැරදි තිබුනත් උඹ හැමදාම බය නැතුව සත්ය කතාකරන නියම මනුෂ්යයෙක් සහෝදරයා ජේ වී පී එකට එන්නජයවේවා ud ud  thumbs_up    ,සුලු සුලු වැරදි තිබුනත් උඹ හැමදාම බය නැතුව සත්ය කතාකරන නියම මනුෂ්යයෙක් සහෝදරයා ජේ වී පී එකට එන්නජයවේවා        ,ud ud  thumbs_up    , ud thumbs_up, positive joy,positive,joy,0,2
පවුල් පිටින් මාලිමාවට man ud man ud boy ud boy men_holding_hands man ud girl ud girl bouquet bouquet man ud girl ud girl men_holding_hands man ud man ud boy ud boy,පවුල් පිටින් මාලිමාවට                            ,man ud man ud boy ud boy men_holding_hands man ud girl ud girl bouquet bouquet man ud girl ud girl men_holding_hands man ud man ud boy ud boy,man ud bouquet boy men_holding_hands girl, positive joy,positive,joy,0,2
යසෝදරාගෙයි මරිය තුමිගෙයි පුකත් පලපු පොන්නයෙක් තමාbeaming_face_with_smiling_eyes,යසෝදරාගෙයි මරිය තුමිගෙයි පුකත් පලපු පොන්නයෙක් තමා,beaming_face_with_smiling_eyes,beaming_face_with_smiling_eyes, negative sarcasm,negative,sarcasm,2,3
ජවිපේ සල්ලි ගිලලවගේ face_with_tears_of_joy face_with_tears_of_joy,ජවිපේ සල්ලි ගිලලවගේ  ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
එන්න අපසමග folded_hands,එන්න අපසමග ,folded_hands,folded_hands, neutral joy,neutral,joy,1,2
විසදුස මාලිමාව පමණයි මමනම් එදත් එහෙමයි අදත් එහෙමයිදුක කියන්නෙ නොදීපු චන්දයක් හින්ද දුක් විදින්න උන එකයිred_heart ,විසදුස මාලිමාව පමණයි මමනම් එදත් එහෙමයි අදත් එහෙමයිදුක කියන්නෙ නොදීපු චන්දයක් හින්ද දුක් විදින්න උන එකයි ,red_heart , red_heart, neutral love,neutral,love,1,0
රන්ජා සුපිරියක්red_heart ,රන්ජා සුපිරියක් ,red_heart , red_heart, positive love,positive,love,0,0
කට කෑවත් ඇත්ත ඈ speaknoevil_monkey,කට කෑවත් ඇත්ත ඈ ,speaknoevil_monkey,speaknoevil_monkey, positive joy,positive,joy,0,2
හදවතේ ඉන්න චරිතයක් තමයි මෙි  රංගනයෙදි ඇරෙන්න    movie_camera beaming_face_with_smiling_eyes,හදවතේ ඉන්න චරිතයක් තමයි මෙි  රංගනයෙදි ඇරෙන්න     ,   movie_camera beaming_face_with_smiling_eyes, movie_camera beaming_face_with_smiling_eyes, neutral sarcasm,neutral,sarcasm,1,3
රංජන් අයියා ඔයා ට තෙරැවන් සරණයි සියලු දෙවියන් ගේම පිහිටයි ජය වේවා gem_stone folded_hands rose rose rose folded_hands,රංජන් අයියා ඔයා ට තෙරැවන් සරණයි සියලු දෙවියන් ගේම පිහිටයි ජය වේවා      ,gem_stone folded_hands rose rose rose folded_hands,folded_hands rose gem_stone, positive joy,positive,joy,0,2
බෙල්ල ගහල ගියත් ඇත්ත කතාකරන රන්ජන් රාමනායකට අපි ආදරෙයි   smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts,බෙල්ල ගහල ගියත් ඇත්ත කතාකරන රන්ජන් රාමනායකට අපි ආදරෙයි     ,   smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts, smiling_face_with_hearts, positive love,positive,love,0,0
බොහො දුරට ඇත්ත කතා කරන් මිනිහෙක් red_heart ,බොහො දුරට ඇත්ත කතා කරන් මිනිහෙක්  ,red_heart , red_heart, positive love,positive,love,0,0
පැත්ත ගියත් ඇත්ත කතා කරන මනුස්සයෙක් thumbs_up thumbs_up red_heart,පැත්ත ගියත් ඇත්ත කතා කරන මනුස්සයෙක්   , thumbs_up thumbs_up red_heart, red_heart thumbs_up, positive joy,positive,joy,0,2
ටිවි වලට පේන්න පන්සිල් ගන්න රටක්  හොරකමsmiling_face_with_tear,ටිවි වලට පේන්න පන්සිල් ගන්න රටක්  හොරකම,smiling_face_with_tear,smiling_face_with_tear, negative sarcasm,negative,sarcasm,2,3
ඔය රැලි තමයි ලංකාවට හෙනේ  මාලිමාවත් දැන් බේරුවල බොක්ක වගේ  කතාවක් තියෙනවා එන එන කුනු බේරුවල බොක්කට කියලා    grinning_face rolling_on_the_floor_laughing,ඔය රැලි තමයි ලංකාවට හෙනේ  මාලිමාවත් දැන් බේරුවල බොක්ක වගේ  කතාවක් තියෙනවා එන එන කුනු බේරුවල බොක්කට කියලා     ,   grinning_face rolling_on_the_floor_laughing, rolling_on_the_floor_laughing grinning_face, negative sarcasm,negative,sarcasm,2,3
ඊලග අපේ ජානාදීපතිheart_with_arrow heart_with_arrow heart_with_arrow red_heart ,ඊලග අපේ ජානාදීපති    ,heart_with_arrow heart_with_arrow heart_with_arrow red_heart ,red_heart  heart_with_arrow, neutral love,neutral,love,1,0
ජයවෙවා thumbs_up smiling_face_with_hearteyes,ජයවෙවා  ,thumbs_up smiling_face_with_hearteyes,smiling_face_with_hearteyes thumbs_up, positive joy,positive,joy,0,2
ජාතික ජන බලවේගයට ජයවේවා _hand _hand _hand _hand _hand _hand thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up,ජාතික ජන බලවේගයට ජයවේවා           ,_hand _hand _hand _hand _hand _hand thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up,_hand thumbs_up, positive joy,positive,joy,0,2
අන්න හොඳයි  ඒක තමයි වෙන්න  ඕනෙ  මාලිමාවට ජයවේවා  red_heart  red_heart  red_heart  folded_hands,අන්න හොඳයි  ඒක තමයි වෙන්න  ඕනෙ  මාලිමාවට ජයවේවා        ,red_heart  red_heart  red_heart  folded_hands, folded_hands red_heart, positive joy,positive,joy,0,2
ජයවේවා red_heart ,ජයවේවා  ,red_heart , red_heart, positive love,positive,love,0,0
පොහොට්ටුවෙ ඉන්නෙ හොරුයි කියල දැනගන්න මෙ රටෙ උංට මෙච්චර කාලයක් ගියා  හැබැයි පොහොට්ටුවෙ ඉන්නෙ සුපිරි මොල   ඡන්දෙ ලගයි විවස්තාව ඇදල ගත්තනෙ රනිල  rolling_on_the_floor_laughing rolling_on_the_floor_laughing,පොහොට්ටුවෙ ඉන්නෙ හොරුයි කියල දැනගන්න මෙ රටෙ උංට මෙච්චර කාලයක් ගියා  හැබැයි පොහොට්ටුවෙ ඉන්නෙ සුපිරි මොල   ඡන්දෙ ලගයි විවස්තාව ඇදල ගත්තනෙ රනිල   ,  rolling_on_the_floor_laughing rolling_on_the_floor_laughing, rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
අනේ රන්ජො පොඩ්ඩක් කෙලින් කතා කරපන් රනිල් කියන්නෙත් පල් හොරෙක් නේ ඇයි ඒක කියන්න බය rolling_on_the_floor_laughing,අනේ රන්ජො පොඩ්ඩක් කෙලින් කතා කරපන් රනිල් කියන්නෙත් පල් හොරෙක් නේ ඇයි ඒක කියන්න බය ,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
කියලා   වැඩක් නෑ නියම උදාහරණෙ  අනේ රන්ජන් සහෝදරයා  රනිල් ට   මහින්දලාට  කරන්නත්  බැරි කොහේ කොරන්නද  එහෙනම් ඉස්සරෝම  එයාලා   මාංචු  දාගෙන  කුඩුවට  ගිහින්  මට  ඉතුරු  දඩුවම් ටික  දීපල්ලා කියන්න  ඕනා  ඒක  මේ කපේට  වෙන්නෑ එක  පැත්තකින්   පව්  ඔය  රට   කාපු  හොරු  කවදාවත්  ආපහු   හැරෙන්න  ඉඩක්  තියාගෙන   නෙවෙයි  හොරකම   උණත්  කරලා  තියෙන්නේ උන්  වටේම   ඉන්න උනුත් එහෙමයි එයාලගේ  අවසන්  කාලේ  අනුන්ගේ  වාරුවෙන් ජිවත්  වෙන  කාලේ මෙහෙත් අපායක් වීම  වලක් වන්න  බෑ හැබැයි උන්ගේන් සියල්ල   අය  කර ගත   යුතුමයි   හොදින් හෝ  නඩු   හරහා  බැරිනම් කලින්  සොයා බැලිය   යුතුමයි   නිතිය  තුළ   ඔප්පු  කර අය   කර   ගත  හැකි  නම්  පමණයි   නඩුවලට  යා  යුත්තේ  වෙනත්  මාවත්  ඔස්සේ  ඔවුන්  කැමැත්තෙන් දෙන තැනට   කොටු  කළ  යුතුයි ඇයි  ලක්ෂ     මුන් නිසා මිහිපිට  අපායක  දැන්  ජිවත්   වෙන්නේhundred_points flexed_biceps flexed_biceps flexed_biceps flexed_biceps        uc         ,කියලා   වැඩක් නෑ නියම උදාහරණෙ  අනේ රන්ජන් සහෝදරයා  රනිල් ට   මහින්දලාට  කරන්නත්  බැරි කොහේ කොරන්නද  එහෙනම් ඉස්සරෝම  එයාලා   මාංචු  දාගෙන  කුඩුවට  ගිහින්  මට  ඉතුරු  දඩුවම් ටික  දීපල්ලා කියන්න  ඕනා  ඒක  මේ කපේට  වෙන්නෑ එක  පැත්තකින්   පව්  ඔය  රට   කාපු  හොරු  කවදාවත්  ආපහු   හැරෙන්න  ඉඩක්  තියාගෙන   නෙවෙයි  හොරකම   උණත්  කරලා  තියෙන්නේ උන්  වටේම   ඉන්න උනුත් එහෙමයි එයාලගේ  අවසන්  කාලේ  අනුන්ගේ  වාරුවෙන් ජිවත්  වෙන  කාලේ මෙහෙත් අපායක් වීම  වලක් වන්න  බෑ හැබැයි උන්ගේන් සියල්ල   අය  කර ගත   යුතුමයි   හොදින් හෝ  නඩු   හරහා  බැරිනම් කලින්  සොයා බැලිය   යුතුමයි   නිතිය  තුළ   ඔප්පු  කර අය   කර   ගත  හැකි  නම්  පමණයි   නඩුවලට  යා  යුත්තේ  වෙනත්  මාවත්  ඔස්සේ  ඔවුන්  කැමැත්තෙන් දෙන තැනට   කොටු  කළ  යුතුයි ඇයි  ලක්ෂ     මුන් නිසා මිහිපිට  අපායක  දැන්  ජිවත්   වෙන්නේ                     ,hundred_points flexed_biceps flexed_biceps flexed_biceps flexed_biceps        uc         ,hundred_points flexed_biceps uc , neutral joy,neutral,joy,1,2
